name	lat	lon	language
Mukutl'	42.19562	46.861381	Avar
Zekhida	42.19594	45.94664	Tsez
Zhazhada	42.197157	46.424903	Avar
Vitsiyatl'	42.197434	45.888164	Tsez
Kurla	42.19768	47.18731	Lak
Mazada	42.197896	46.390092	Avar
Nachada	42.198508	46.448902	Avar
Tinchuda	42.19861	46.45306	Avar
Delichoban	42.19877	48.09467	North Azerbaijani
Padar	42.19939	48.05179	North Azerbaijani
Niklida	42.199941	46.406485	Avar
Tatlyar	42.2003	48.0269	North Azerbaijani
Bezhuda	42.200348	46.479175	Avar
Rosta	42.20056	46.39667	Avar
Khotlob	42.201243	46.432755	Avar
Khupri	42.20145	45.84143	Tsez
Chumli	42.20167	47.77306	Dargwa
Meusisha	42.20199	47.59731	Dargwa
Ulluchara	42.20267	47.27463	Lak
Sinida	42.20341	46.39071	Avar
Saraf	42.20373	46.31767	Avar
Ginta	42.2042	47.4186	Dargwa
Yangikent	42.2042	47.8292	Kumyk
Khobokh	42.204624	46.379234	Avar
Chunib	42.20496	46.82498	Avar
Deybuk	42.20532	47.51996	Dargwa
Vikry	42.20556	47.67889	Dargwa
Uri	42.2056	47.0164	Lak
Kabasida	42.205771	46.341334	Avar
Vikri	42.20612	47.679702	Dargwa
Machar	42.206556	46.335204	Avar
Tseneb	42.206684	46.842652	Avar
Mukar	42.20687	47.02212	Lak
Gutatli	42.207019	45.936713	Tsez
Kitlyarta	42.20849	45.84333	Tsez
Tamuda	42.21001	46.382	Avar
Gapshima	42.2122	47.3261	Dargwa
Moschob	42.21389	46.79167	Avar
Shidib	42.214353	46.300745	Avar
Sodab	42.215081	46.81015	Avar
Ulluterkeme	42.21511	48.00644	North Azerbaijani
Geba	42.21527	47.39266	Dargwa
Tsitsimakh	42.21621	45.82621	Tsez
Landa	42.218	46.27432	Avar
Khantakolob	42.21944	46.29083	Avar
Tsizgari	42.21963	47.64768	Dargwa
Bochokh	42.22	46.28472	Avar
Khintida	42.220547	46.275395	Avar
Unchukatl'	42.2208	47.1525	Lak
Karasha	42.2221	47.1772	Lak
Tokh	42.222292	46.291546	Avar
Kharada	42.222648	46.258528	Avar
Berikey	42.2228	48.0611	North Azerbaijani
Shapikh	42.224044	45.858118	Tsez
Shukty	42.22488	47.30349	Dargwa
Khalakh	42.22547	45.850837	Tsez
Kamakhal	42.227415	46.999859	Lak
Palisma	42.22845	47.0162	Lak
Kamasha	42.22886	47.14153	Lak
Gidib	42.22942	46.80621	Avar
Gulli	42.22977	47.76214	Dargwa
Guymi	42.230357	47.19589	Lak
Khadakolob	42.231683	46.261819	Avar
Nukhotkolob	42.23195	46.265721	Avar
Tsurib	42.235	46.8333	Avar
Dzhemikent	42.23575	48.04114	North Azerbaijani
Tsurai	42.23577	47.65819	Dargwa
Gochob	42.2375	46.6642	Avar
Berikh	42.23806	46.05306	Tsez
Genazokh	42.23806	46.05306	Tsez
Khuntli	42.23806	46.05306	Tsez
Khutrakh	42.23806	46.05306	Tsez
Geniyatl'	42.23828	46.035044	Tsez
Shaitli	42.23835	46.05158	Tsez
Morskoe	42.23978	48.1414	Dargwa
Bukhty	42.240712	46.985633	Avar
Chalyakh	42.24114	45.83754	Tsez
Druzhba	42.2419	48.0042	Dargwa
Urukh-Sota	42.24222	46.67694	Avar
Kosob	42.242893	46.368239	Avar
Retlob	42.24411	45.8289	Tsez
Kituri	42.244627	46.019304	Tsez
Itsirakh	42.244662	45.849585	Tsez
Busutli	42.24512	46.363326	Avar
Shitli	42.24574	47.01268	Avar
Shangoda	42.246859	47.000153	Avar
Tsekhok	42.24723	45.98528	Tsez
Magitl'	42.248081	46.366738	Avar
Kapkaykent	42.248157	47.798984	Kumyk
Kimyatli	42.2488	45.82303	Tsez
Shakhuva	42.25077	47.1617	Lak
Gumramakhi	42.25101	47.35105	Dargwa
Usisha	42.2511	47.3928	Dargwa
Tsundimakhi	42.25164	47.31668	Dargwa
Tsibari	42.25213	45.87861	Avar
Kanasiragi	42.252582	47.649095	Dargwa
Megeb	42.2528	47.0472	Dargwa
Bagikla	42.25308	47.13393	Lak
Khazhnimakhi	42.254562	47.315856	Dargwa
Kamkadamakhi	42.255826	47.308527	Dargwa
Khetokh	42.25611	45.97361	Tsez
Talukh	42.25652	46.74433	Avar
Ikha	42.256944	45.820075	Avar
Khenklakar	42.257833	47.306649	Dargwa
Akdy	42.25829	45.82798	Tsez
Tsulikana	42.25834	47.25676	Lak
Sachada	42.258411	46.699595	Avar
Bashlykent	42.2597	47.8439	Kumyk
Azilta	42.260166	45.938182	Tsez
Khora	42.26028	45.81278	Tsez
Bergeinzi	42.260462	47.352616	Dargwa
Segeler	42.26056	48.11556	North Azerbaijani
Mugurukh	42.26064	46.86533	Avar
Ganderamakhi	42.261093	47.333465	Dargwa
Shinkbalakada	42.261375	47.300242	Dargwa
Chaatli	42.261724	45.818805	Tsez
Khenokh	42.26183	45.96692	Tsez
Mokok	42.2619	45.9008	Tsez
Sumeta	42.262025	46.705541	Avar
Dzhavankent	42.26265	47.80983	Kumyk
Asakh	42.26311	45.81684	Tsez
Gerkhmakhi	42.2634	47.52765	Dargwa
Nakazukh	42.264594	46.914238	Avar
Shiya	42.26556	45.8025	Tsez
Karsha	42.26605	47.34372	Dargwa
Gidatli	42.266327	46.374506	Avar
Aynikabmakhi	42.26679	47.36264	Dargwa
Murguk	42.2669	47.6947	Dargwa
Utlukh	42.267533	46.730055	Avar
Mugri	42.26767	47.62872	Dargwa
Baykatmakhi	42.26871	47.29919	Dargwa
Kundy	42.2689	47.1647	Lak
Shauri	42.270484	45.941421	Tsez
Udok	42.2714	45.79631	Tsez
Inzimakhi	42.27238	47.35613	Dargwa
Gochada	42.272626	46.765272	Avar
Kuma	42.27304	47.13762	Lak
Tsulda	42.27357	46.72095	Avar
Dubrimakhi	42.274418	47.285133	Dargwa
Burgimakhi	42.27489	47.28652	Dargwa
Krasnopartizansk	42.27499	48.01592	Dargwa
Tlyarosh	42.275317	46.751805	Avar
Tsokhok	42.27548	45.79457	Tsez
Chinimakhi	42.27565	47.37455	Dargwa
Akusha	42.275664	47.340107	Dargwa
Charoda	42.2764	46.8019	Avar
Tserkhimakhi	42.276694	47.336755	Dargwa
Murukh	42.27719	46.7715	Avar
Chankalamakhi	42.27788	47.365804	Dargwa
Balkhar	42.2797	47.2314	Lak
Gunukh	42.28043	46.76307	Avar
Gontlob	42.280673	46.726468	Avar
Sogratl'	42.2808	46.9914	Avar
Khebatli	42.2819	45.92585	Tsez
Kurkli	42.2828	47.1283	Lak
Obokh	42.28362	47.03734	Avar
Semgamakhi	42.28438	47.35484	Dargwa
Zil'mukmakhi	42.28483	47.3958	Dargwa
Kara	42.28724	47.17093	Lak
Kertukmakhi	42.28799	47.34305	Dargwa
Galatli	42.288201	45.894106	Tsez
Terutli	42.28853	45.79295	Tsez
Urgubamakhi	42.28968	47.31783	Dargwa
Burgimakmakhi	42.2897	47.3769	Dargwa
Shumkhrimakhi	42.291042	47.268562	Dargwa
Kakmakhi	42.29169	47.38541	Dargwa
Yaraymakhi	42.295511	47.359585	Dargwa
Aynurbimakhi	42.29623	47.58462	Dargwa
Makhalotli	42.297776	45.796291	Tsez
Tsunimakhi	42.29835	47.26194	Dargwa
Baltamakhi	42.29843	47.72877	Dargwa
Mugi	42.2989	47.4225	Dargwa
Uznimakhi	42.30003	47.3858	Dargwa
Novye Vikri	42.30054	47.99382	Dargwa
Chukna	42.30111	47.12009	Lak
Gamsutl'	42.301972	46.996315	Avar
Kversatl'	42.302562	46.392793	Avar
Somoda	42.30272	46.5368	Avar
Akhsakadamakhi	42.303416	47.381576	Dargwa
Batsada	42.3036	46.9092	Avar
Kurimakhi	42.304306	47.304694	Dargwa
Kishdatl'	42.304638	46.342239	Avar
Burdeki	42.3047	47.6703	Dargwa
Bakhmakhi	42.30638	47.59269	Dargwa
Burkhimakhi	42.3065	47.58607	Dargwa
Sshulani	42.3067	46.9294	Avar
Izta	42.30889	46.35667	Avar
Mikdatl'	42.309412	46.380732	Avar
Urkhuchimakhi	42.310271	47.260222	Dargwa
Verkhnie Mulebki	42.31043	47.51924	Dargwa
Khamaitli	42.31091	45.96217	Tsez
Tilanib	42.310964	46.366528	Avar
Sabda	42.311355	46.371346	Avar
Unty	42.311452	46.944631	Avar
Kichi-Gamri	42.3125	47.7106	Dargwa
Kulla	42.31346	46.91014	Avar
Kulibukhna	42.315839	47.18495	Dargwa
Mamaaul	42.31709	47.75237	Dargwa
Rugel'da	42.3175	46.5244	Avar
Tsurmakhi	42.31845	47.57516	Dargwa
Arachanamakhi	42.31923	47.58202	Dargwa
Chokh	42.3206	47.0336	Avar
Kavkamakhi	42.322184	47.30588	Dargwa
Verkhnie Kamkamakhi	42.32265	47.23945	Dargwa
Kuba	42.3247	47.1181	Lak
Urchukh	42.325548	46.495518	Avar
Nizhnie Mulebki	42.3281	47.5689	Dargwa
Unkida	42.328698	46.885731	Avar
Musrukh	42.32897	46.51614	Avar
Khantskarkamakhi	42.330333	47.550694	Dargwa
Nizhnie Makhargimakhi	42.33047	47.63788	Dargwa
Ameterkmakhi	42.33081	47.213539	Dargwa
Alikhanmakhi	42.33194	47.26602	Dargwa
Khadzhalte	42.33374	47.15589	Dargwa
Urakhi	42.3347	47.5953	Dargwa
Gasha	42.33592	47.83067	Kumyk
Miglakasimakhi	42.33599	47.56121	Dargwa
Sangimakhi	42.33788	47.43307	Dargwa
Mekesh	42.337924	47.510751	Dargwa
Kul'kibekmakhi	42.339694	47.56167	Dargwa
Alkhadzhakent	42.340016	47.79177	Kumyk
Verkhnie Kabkomakhi	42.34176	47.43688	Dargwa
Kurkabi	42.34194	47.20056	Dargwa
Tsudakhar	42.3425	47.1606	Dargwa
Tebekmakhi	42.3431	47.2072	Dargwa
Tsukhta	42.34352	47.32396	Dargwa
Verkhnie Makhargimakhi	42.34665	47.62254	Dargwa
Guladtymakhi	42.34823	47.23927	Dargwa
Chuni	42.34832	47.30303	Avar
Urtsamakhi	42.34854	47.276792	Dargwa
Tlyatsuda	42.34923	45.92493	Tsez
Gerga	42.3497	47.9628	Dargwa
Inkuchimakhi	42.35029	47.17345	Dargwa
Nizhnie Labkomakhi	42.35084	47.41873	Dargwa
Khopor	42.352716	46.937396	Avar
Dingo	42.35347	47.18138	Dargwa
Khvarshi	42.353471	46.107859	Xvarshi
Karlabko	42.3542	47.3967	Dargwa
Tarlimakhi	42.35587	47.17157	Dargwa
Karekadani	42.35747	47.13098	Dargwa
Khabkaymakhi	42.35782	47.59091	Dargwa
Suleybakent	42.35785	47.37355	Dargwa
Kumamakhi	42.35849	47.19214	Dargwa
Tazirkent	42.35863	47.3576	Dargwa
Ratlub	42.359268	46.433433	Akhvakh
Kuknamakhi	42.359775	47.286853	Dargwa
Chabazimakhi	42.360297	47.570316	Dargwa
Gurgumakhi	42.36056	47.19222	Dargwa
Rugudzha	42.3606	46.9139	Avar
Musul'temakhi	42.362154	47.188584	Dargwa
Susakent	42.36361	47.35248	Dargwa
Aymaumakhi	42.363756	47.575203	Dargwa
Kusamakhi	42.36441	47.270869	Dargwa
Shalasi	42.36514	47.91961	Dargwa
Kommuna	42.3656	46.9686	Avar
Mitluda	42.36693	45.94512	Tsez
Kudali	42.3678	47.0789	Avar
Verkhnie Ubekimakhi	42.36823	47.24298	Dargwa
Ebdalaya	42.3683	47.3433	Dargwa
Allate	42.369057	47.184036	Dargwa
Aynikab	42.369307	47.216093	Dargwa
Genta	42.37001	46.56099	Avar
Burtanimakhi	42.37097	47.14988	Dargwa
Ravkvatl'	42.372455	46.579617	Avar
Chagni	42.37289	47.21879	Dargwa
Ulluaya	42.3747	47.3756	Dargwa
Aysalakak	42.374896	47.474825	Dargwa
Keger	42.3767	47.0275	Avar
Ayalizimakhi	42.37684	47.60746	Dargwa
Khasakent	42.37754	47.34265	Dargwa
Machada	42.37839	46.53725	Avar
Kardmakhi	42.37842	47.46472	Dargwa
Kardamakhi	42.37861	47.46639	Dargwa
Dagbash	42.380347	46.351961	Avar
Naskent	42.38093	47.33624	Dargwa
Ditunshimakhi	42.381665	47.289692	Dargwa
Zhamsory	42.382089	47.462508	Dargwa
Urada	42.3822	46.5617	Avar
Tagirkent	42.3827	47.33326	Dargwa
Usemikent	42.3836	47.8681	Kumyk
Santlada	42.38431	46.07505	Xvarshi
Kayakent	42.3847	47.9044	Kumyk
Tarlankak	42.385886	47.475817	Dargwa
Shinkalabukhna	42.386144	47.471707	Dargwa
Silta	42.38728	47.07127	Avar
Gunib	42.388232	46.962258	Avar
Tidib	42.3889	46.5742	Avar
Sagada	42.38941	45.91798	Tsez
Nizhnie Arshi	42.389598	47.141386	Dargwa
Tlyakh	42.389928	46.540021	Avar
Kvantlada	42.39204	46.06382	Xvarshi
Novokayakent	42.3922	47.9878	Kumyk
Nizhnie Ubekimakhi	42.392787	47.20548	Dargwa
Metrada	42.393034	45.888954	Avar
Khotoda	42.39393	46.559446	Avar
Kakamakhi	42.39507	47.30644	Dargwa
Salta	42.39589	47.07048	Avar
Khushet	42.39721	45.77278	Tsez
Mekegi	42.3978	47.4625	Dargwa
Adukmakhi	42.39928	47.401891	Dargwa
Verkhnie Arshi	42.40006	47.12529	Dargwa
Khuchada	42.400235	46.469178	Avar
Aymazimakhi	42.401788	47.525794	Dargwa
Aknada	42.4024828	46.1693204	Tindi
Khamagib	42.402538	46.850422	Avar
Myurego	42.4042	47.6894	Dargwa
Utamysh	42.4047	47.7492	Kumyk
Ayamakhi	42.40528	47.5725	Dargwa
Obonub	42.40556	46.83972	Avar
Enseruda	42.40611	46.85278	Avar
Chonob	42.407667	46.853808	Avar
Tashkapur	42.40805	47.17095	Dargwa
Khotoch	42.408408	46.954024	Avar
Egeda	42.409124	46.844276	Avar
Nizhnie Khvarshini	42.4108	45.8697	Avar
Verkhnie Khvarshini	42.41088	45.84551	Avar
Inkhokvari	42.410888	46.044877	Xvarshi
Agada	42.412001	46.841895	Avar
Akhinets	42.412612	47.113872	Dargwa
Irgali	42.41281	47.13538	Dargwa
Lakhchayda	42.41345	46.8378	Avar
Kundurkhe	42.41424	47.11507	Dargwa
Khvayni	42.415087	45.968736	Xvarshi
Rosutl'	42.41533	46.8308	Avar
Ala	42.415472	46.837085	Avar
Verkhnee Inkhokvari	42.415524	46.065273	Xvarshi
Chakhimakhi	42.41564	47.56038	Dargwa
Sekh	42.416094	46.826447	Avar
Degva	42.4161	47.5372	Dargwa
Ziurib	42.41789	46.705088	Avar
Khadzhalmakhi	42.4186	47.1817	Dargwa
Dadulazda	42.4189	46.80373	Avar
Tlogob	42.4189	46.8153	Avar
Ivaylazda	42.42	46.79917	Avar
Tsamla	42.420013	46.841042	Avar
Mugdab	42.420445	46.807523	Avar
Buanzimakhi	42.42062	47.44966	Dargwa
Tlezda	42.421358	46.721564	Avar
Malyy Urala	42.42216	46.80506	Avar
Tsekob	42.422785	46.450219	Akhvakh
Ayalakab	42.4231	47.4625	Dargwa
Kutisha	42.4236	47.2831	Avar
Mokoda	42.42385	46.66963	Avar
Kuppa	42.4239	47.1231	Dargwa
Bol'shoy Urala	42.424277	46.805844	Avar
Amalte	42.42457	47.11047	Dargwa
Tsalada	42.42472	46.81472	Avar
Gunduchi	42.424818	46.15836	Tindi
Genitsurib	42.425104	46.705356	Avar
Shikhshaka	42.42555	47.47243	Dargwa
Khatsunob	42.425999	46.802058	Avar
Verkhniy Kolob	42.42614	46.6579	Avar
Purrimakhi	42.426446	47.465673	Dargwa
Kakhib	42.4272	46.5969	Avar
Kapulagumi	42.427995	47.476847	Dargwa
Khamakal	42.428109	46.674497	Avar
Balanub	42.4284	46.8251	Avar
Teletl'	42.4289	46.7317	Avar
Khebdib	42.43	46.86	Avar
Nizhniy Kolob	42.430087	46.659303	Avar
Zurilaudimakhi	42.4301	47.49276	Dargwa
Verkhniy Togokh	42.430206	46.698316	Avar
Damkulakada	42.430252	47.467675	Dargwa
Kienikh	42.43056	46.66639	Avar
Kuker	42.43106	46.80982	Avar
Levashi	42.4325	47.3258	Dargwa
Angida	42.43279	46.1924	Tindi
Goor	42.43339	46.56927	Avar
Nizhniy Togokh	42.43381	46.70246	Avar
Echeda	42.43436	45.992398	Tindi
Mitliurib	42.43537	46.68836	Avar
Tlyanub	42.43568	46.45745	Akhvakh
Dzhangamakhi	42.44335	47.38111	Dargwa
Khebda	42.443976	46.549984	Avar
Murada	42.445422	46.954469	Avar
Goor-Khindakh	42.449273	46.575312	Avar
Sergokala	42.4494	47.6633	Dargwa
Koroda	42.44961	46.846988	Avar
Asha	42.450373	46.3334458	Tindi
Elakatmakhi	42.454026	47.398334	Dargwa
Tindi	42.454716	46.13469	Tindi
Gogotl'	42.45481	46.76547	Avar
Sil'di	42.4552	45.92715	Avar
Urib	42.4564	46.6736	Avar
Khvartikuni	42.4569	47.0067	Avar
Mukharkh	42.459302	46.15171	Tindi
Gvanachi	42.4606005	46.1622609	Tindi
Nizhnie Chugli	42.46318	47.29733	Avar
Darada	42.465606	46.936573	Avar
Tenla	42.465771	46.128629	Tindi
Kurmi	42.46639	47.04222	Avar
Khakhita	42.4667	47.2642	Avar
Tunzi	42.46888	46.97573	Avar
Khvarada	42.46889	46.99406	Avar
Gonoda	42.4697	46.7892	Avar
Gadaychi	42.470059	46.070951	Tindi
Gakko	42.47024	45.882	Chamalal
Sanukh	42.47054	46.13446	Tindi
Karadakh	42.471023	46.863724	Avar
Assab	42.471596	46.492475	Avar
Datuna	42.47357	46.64364	Avar
Novye Mugri	42.4741	47.75525	Dargwa
Tsumada-Urukh	42.474208	46.063467	Chamalal
Iputa	42.47852	46.96592	Avar
Tsumada	42.48187	46.05247	Chamalal
Khalikh	42.48467	46.09121	Tindi
Zanata	42.485146	46.552771	Avar
Nizhniy Batlukh	42.4853	46.5239	Avar
Maali	42.4858	46.9197	Avar
Golotl'	42.485962	46.735698	Avar
Uzdalroso	42.48612	46.85577	Avar
Tissi	42.48917	46.14395	Tindi
Zaib	42.489364	46.707472	Avar
Orada-Chugli	42.49384	47.22264	Avar
Sasitli	42.496173	45.996762	Avar
Verkhniy Batlukh	42.496276	46.502217	Avar
Kadirkent	42.49661	47.60836	Dargwa
Richaganikh	42.49724	46.05853	Chamalal
Tagada	42.497573	46.868389	Avar
Kakhikal	42.499065	46.874809	Avar
Akushali	42.4992	46.9504	Avar
Tissi-Akhitli	42.501506	46.103923	Tindi
Gotsatl' Malyy	42.5041	46.88829	Avar
Gergebil'	42.5047	47.0661	Avar
Kuanib	42.509735	46.611385	Avar
Sagasi-Deybuk	42.50982	47.84293	Dargwa
Andykh	42.5119	46.5939	Avar
Karanayaul	42.51266	47.85563	Kumyk
Kikuni	42.513979	47.036122	Avar
Lologonitl'	42.51398	46.33093	Akhvakh
Dzhanga	42.517038	47.76486	Dargwa
Khushtada	42.517389	46.166126	Bagvalal
Tsidatl'	42.51855	46.05795	Chamalal
Gotsatl' Bol'shoy	42.51862	46.88262	Avar
Nitab	42.51925	46.63256	Avar
Tsuydi	42.52334	46.07182	Chamalal
Tlondoda	42.5247	46.1989	Bagvalal
Kedi	42.52611	45.96639	Avar
Izano	42.52735	46.40389	Akhvakh
Khini	42.52767	46.70496	Avar
Kochali	42.527888	46.116112	Chamalal
Gigikh	42.532529	46.101767	Chamalal
Aymaki	42.5342	47.1383	Avar
Nizhnie Gakvari	42.53602	46.05171	Chamalal
Chalda	42.538206	46.920351	Avar
Urma	42.5383	47.2869	Avar
Khunzakh	42.5394	46.705	Avar
Kudiyabroso	42.541069	46.377932	Akhvakh
Agvali	42.541192	46.121798	Chamalal
Kharikolo	42.5451	46.80847	Avar
Baitl'	42.546452	46.676472	Avar
Chondotl'	42.547749	46.659112	Avar
Verkhnie Gakvari	42.547874	46.032686	Chamalal
Tad-Magitl'	42.550266	46.348953	Akhvakh
Gachitli	42.551361	46.088803	Chamalal
Tsvakilkolo	42.55213	46.35351	Akhvakh
Kvankero	42.55244	46.3404	Akhvakh
Khulandoy	42.553333	45.754167	Chechen
Batlaich	42.554821	46.754217	Avar
Arani	42.5556	46.7225	Avar
Kuletsma	42.5556	47.2339	Avar
Okhli	42.55565	47.209281	Avar
Kakh	42.557664	46.790848	Avar
Tlibisho	42.56054	46.30101	Bagvalal
Kvanada	42.561478	46.17397	Bagvalal
Gimerso	42.561489	46.227545	Bagvalal
Gonokh	42.56163	46.6896	Avar
Tlisi	42.56209	46.27428	Bagvalal
Genichutl'	42.56455	46.73959	Avar
Gubden	42.5658	47.5658	Dargwa
Gadiri	42.566265	46.065746	Chamalal
Tsada	42.56694	46.7125	Avar
Gozolokolo	42.569651	46.61206	Avar
Tukita	42.57056	46.37278	Karata
Akhkent	42.57353	47.18488	Avar
Mesterukh	42.5747	46.3964	Avar
Gortkolo	42.576655	46.63945	Avar
Kudutl'	42.5783	47.0194	Avar
Oboda	42.578542	46.668203	Avar
Batlakhatli	42.580364	46.058877	Chamalal
Gigatl'	42.58136	46.0964	Chamalal
Shotota	42.58165	46.57729	Avar
Tumagari	42.58165	46.60662	Avar
Tanusi	42.58233	46.69233	Avar
Butsra	42.58902	46.7677	Avar
Ingerdakh	42.58926	46.398373	Avar
Gotsob	42.58963	46.86901	Avar
Khimakoro	42.590092	46.617523	Avar
Gigatli-Urukh	42.590934	46.142589	Chamalal
Ebuta	42.59275	46.66626	Avar
Gatsalukh	42.59298	46.64949	Avar
Karata	42.5942	46.3419	Karata
Akhalchi	42.594957	46.631744	Avar
Matlas	42.595249	46.605532	Avar
Ullubiyaul	42.59689	47.71825	Kumyk
Archo	42.597691	46.305756	Karata
Verkhnie Akhalchi	42.59911	46.63581	Avar
Siukh	42.5999	46.54462	Karata
Maydanskoe	42.601674	46.958927	Avar
Kesaloy	42.602778	45.74	Chechen
Orkachi	42.6058	46.81797	Avar
Tsumali	42.607619	46.260923	Avar
Anchik (Anchikh)	42.608098	46.271717	Karata
Alak	42.6092	46.1972	Avar
Apshi	42.6094	47.1742	Avar
Arakani	42.610078	46.991711	Avar
Gurbuki	42.611506	47.591942	Dargwa
Kheleturi	42.612495	46.225441	Avar
Mashtada	42.61362	46.314659	Karata
Rachabulda	42.617256	46.300014	Karata
Zirani	42.61797	46.94436	Avar
Tsalkita	42.61798	46.57339	Avar
Kachkalyk	42.61852	47.33391	Dargwa
Karamakhi	42.618786	47.256653	Dargwa
Taratul-Meer	42.619281	47.112087	Avar
Verkhnee Inkhelo	42.62035	46.329732	Karata
Khakmadoy	42.620556	45.83	Chechen
Chayry	42.620556	45.909722	Chechen
Tlaylukh	42.6208	46.52428	Avar
Tsel'mes	42.623464	46.538549	Avar
Kadar	42.6242	47.2903	Dargwa
Godoberi	42.6258	46.1189	Godoberi
Amishta	42.62967	46.552971	Avar
Sharoy	42.629722	45.81	Chechen
Shikaroy	42.630278	45.760556	Chechen
Chankurbe	42.630465	47.300216	Dargwa
Tekita	42.630886	46.521832	Avar
Balakhani	42.63128	46.89514	Avar
Mochokh	42.63159	46.61242	Avar
Shulatuta	42.63167	46.85806	Avar
Dzhalaturi	42.631847	46.567028	Avar
Muschuli	42.633706	46.498593	Avar
Durangi	42.63571	47.22366	Avar
Amushi Bol'shoe	42.63752	46.4864	Avar
Chabanmakhi	42.63784	47.25923	Dargwa
Ratsitl'	42.63788	46.33455	Karata
Tsoloda	42.63827	46.36626	Avar
Shkolkhe	42.63929	45.935388	Chechen
Kenkhi	42.641667	45.945556	Chamalal
Ochlo	42.642518	46.64532	Avar
Kharakhi	42.6433	46.5211	Avar
Arykhkent	42.64472	47.19165	Avar
Nizhnee Inkhelo	42.645134	46.259367	Karata
Tlokh	42.6492	46.4578	Avar
Irganay	42.649543	46.912048	Avar
Amushi Maloe	42.650445	46.487815	Avar
Arkas	42.65194	47.13833	Avar
Kaka-Shura	42.65194	47.38278	Kumyk
Moksokh	42.6538	46.80572	Avar
Miarso	42.654059	46.175643	Botlikh
Khimoy	42.654444	45.852222	Chechen
Kolo	42.65769	46.56607	Avar
Urchiab	42.657739	47.016338	Avar
Kvankhidatli	42.65789	46.271742	Andi
Orota	42.65915	46.53772	Avar
Buti	42.661389	45.97	Chechen
Dorgeli	42.66556	47.29667	Kumyk
Beledi	42.66722	46.05361	Godoberi
Tsatanikh	42.667793	46.723937	Avar
Botlikh	42.667813	46.221451	Botlikh
Zibirkhali	42.66833	46.07194	Godoberi
Ortakolo	42.67057	46.38882	Avar
Verkhniy Aradirikh	42.67099	46.60372	Avar
Kiri	42.674722	45.914167	Chechen
Verkhniy Dzhengutay	42.67476	47.23415	Avar
Verkhniy camadoy	42.675278	45.644722	Chechen
Kheldi	42.675278	45.644722	Chechen
Kharachi	42.67744	46.82263	Avar
Shodroda (Shadroda)	42.678426	46.12155	Avar
Ishtiburi	42.679149	46.702701	Avar
Muni	42.680242	46.308874	Andi
Cesi	42.680278	45.790833	Chechen
Sredniy Aradirikh	42.68121	46.58022	Avar
Ashino	42.683462	46.156727	Botlikh
Veduchi	42.684722	45.568611	Chechen
Sakan-iiste	42.689444	45.476389	Chechen
Nizhniy Aradirikh	42.68979	46.568219	Avar
Shamil'kala	42.690407	46.874769	Avar
Rakhata	42.6911	46.1414	Avar
Ansalta	42.6939	46.1147	Avar
Shundili	42.698533	45.417414	Chechen
Inkvalita	42.69936	46.68833	Avar
Nizhniy Dzhengutay	42.7014	47.2417	Kumyk
Lyunki	42.70167	45.47944	Chechen
Sadoy	42.701835	46.063155	Chechen
Doza	42.70201	45.28279	Chechen
Khindoy	42.703677	46.006265	Chechen
Nizhnee Inkho	42.704518	46.507752	Avar
Kilyatl'	42.704637	46.466046	Avar
Mekheturi	42.70556	46.2375	Andi
Kamalkhi	42.706181	45.280203	Chechen
Verkhnee Inkho	42.70659	46.50415	Avar
Karabudakhkent	42.7067	47.5603	Kumyk
Tando	42.707696	46.175693	Avar
Tazbichi	42.707778	45.597222	Chechen
Untsukul'	42.7131	46.7875	Avar
Pezhey	42.713149	45.427287	Chechen
Malilaul	42.714121	46.046985	Chechen
Shivor	42.714662	46.256637	Andi
Cacakh	42.714722	45.504167	Chechen
Rushukha	42.71509	46.28112	Andi
Tasuta	42.71731	46.22568	Avar
Korotakh	42.7175	45.263333	Chechen
Chanko	42.717936	46.246417	Andi
Khorci-pada	42.718039	45.410685	Chechen
Igali	42.7181	46.5811	Avar
Bechigi	42.72	45.49	Chechen
Tsanatl'	42.72244	46.62252	Avar
Chitl'	42.722594	46.504009	Avar
Basty	42.72353	45.28124	Chechen
Betli	42.72372	46.73388	Avar
Tuskharoy	42.724444	45.530278	Chechen
Kharkaroy	42.72463	46.068851	Chechen
Arsoy	42.725755	46.034167	Chechen
Buni	42.725755	46.034167	Chechen
Kulinkhoy	42.725755	46.034167	Chechen
Rigakhoy	42.725755	46.034167	Chechen
Sakhani	42.725931	45.22735	Chechen
Baskhoy	42.726667	45.4225	Chechen
Gelli	42.7267	47.4014	Kumyk
Pezh-baskhoy	42.726787	45.423122	Chechen
Khando	42.72694	46.23361	Andi
Boturchu	42.72694	45.54556	Chechen
Tunzhi-aul	42.727656	46.048118	Chechen
Beki	42.7291	45.368891	Chechen
Tongakhoy	42.729134	45.465145	Chechen
Verkhnee Kazanische	42.7306	47.1381	Kumyk
Itum-kali	42.730833	45.571944	Chechen
Zilo	42.731394	46.319223	Andi
Korichu	42.73195	45.4	Chechen
Gergentala	42.73225	47.05913	Avar
Ichichali	42.732617	46.405263	Avar
Shundi	42.732778	45.358611	Chechen
Shyunda	42.732778	45.358611	Chechen
Kay	42.7332	45.25552	Chechen
Gezakh	42.733611	45.441667	Chechen
Gezekhoy	42.733611	45.441667	Chechen
Tundukh	42.734574	46.04	Chechen
Ikil'chi	42.735345	45.212748	Chechen
Ikharoy	42.735663	46.083421	Chechen
